;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
16822864;HS3ST6;64711;0.1878076634;1.3918658112;0.4644986836;0.6473208761;0.9115842416;-5.6783065531
16915748;MRGBP;55257;-0.230235376;2.9530818485;-0.4639355133;0.6477173926;0.9118054749;-5.6785525357
16723673;TRIM44;54765;-0.2067369974;3.0512046997;-0.4639062933;0.6477379687;0.9118054749;-5.6785652905
16914103;YWHAB;7529;0.193544178;4.9621376369;0.4638865031;0.6477519048;0.9118054749;-5.6785739286
16719973;RP11-304M2.5;---;-0.2095522352;2.1255710332;-0.463788178;0.6478211461;0.9118054749;-5.678616841
16803269;FBXO22;26263;0.2225197645;2.0336308762;0.4636141216;0.6479437261;0.9118572458;-5.6786927831
17058353;NSUN5P2//NSUN5P1;260294;0.2057230795;2.1750288736;0.4632472719;0.6482021152;0.9121001034;-5.6788527513
17118478;TEKT4P2//MAFIP//LOC100233156;100132288;0.2606108522;2.3290551998;0.4628662808;0.6484705131;0.91229522;-5.679018755
16846734;TOB1;10140;0.197649327;4.3439056995;0.4628067485;0.6485124564;0.91229522;-5.6790446821
16699066;TMEM206;55248;-0.2889695917;3.0312373472;-0.4623270615;0.6488504625;0.9125003187;-5.6792534732
17009607;TRAM2-AS1;401264;-0.1846444246;1.6420846231;-0.4620013516;0.6490800148;0.9125003187;-5.6793951229
16901427;UXS1;80146;0.2249805684;4.2318587474;0.461918943;0.6491381;0.9125003187;-5.6794309466
16748888;PLEKHA5;54477;-0.1878593041;1.9452538517;-0.4619041099;0.6491485553;0.9125003187;-5.6794373939
16692297;PRKAB2;5565;-0.1878588179;3.0161526689;-0.4616776826;0.6493081642;0.9125003187;-5.6795357884
16897693;MTIF2;4528;-0.198261212;3.5623012903;-0.4616642188;0.6493176554;0.9125003187;-5.6795416376
16966649;DCUN1D4;23142;-0.1889785847;1.9428224256;-0.4616019864;0.6493615264;0.9125003187;-5.6795686718
16974588;TAPT1;202018;-0.1890729749;2.4918346376;-0.4615970929;0.6493649762;0.9125003187;-5.6795707974
16725041;FAM111B;374393;-0.3972317083;2.3266500128;-0.461358565;0.6495331401;0.9125003187;-5.6796743816
16866088;ZNF530;348327;0.2011399535;1.5785477643;0.461248248;0.6496109209;0.9125003187;-5.6797222706
16748407;ETV6//INO80D;2120;0.1829637784;4.1767071194;0.4610914823;0.6497214582;0.9125003187;-5.679790304
16939127;MYD88;4615;-0.1949069023;2.3993338942;-0.4610763297;0.6497321429;0.9125003187;-5.6797968787
16840455;MIR497HG//MIR195//MIR497//LOC284112;100506755;-0.1794372423;1.5559753734;-0.4608042517;0.6499240092;0.9125003187;-5.679914898
17070229;ZC2HC1A;51101;0.2217151697;1.7316697703;0.4606097009;0.6500612196;0.9125003187;-5.6799992466
16670317;FCGR1C;100132417;-0.1986519706;1.5627235376;-0.4605001482;0.6501384892;0.9125003187;-5.6800467284
16731918;TMEM25;84866;-0.1773071432;1.8746042193;-0.4604480653;0.6501752258;0.9125003187;-5.6800692981
16736224;SNORD14A;26822;0.3930803838;3.201757665;0.4600163807;0.6504797482;0.9125003187;-5.680256269
16798525;AC090696.2;---;0.1908758372;1.4889888559;0.4600066439;0.6504866175;0.9125003187;-5.6802604842
17000465;ETF1;2107;0.2002496476;5.5589683099;0.4599740542;0.6505096098;0.9125003187;-5.6802745922
16829063;KLHDC4;54758;-0.1901075356;3.0788386005;-0.45980909;0.6506259992;0.9125003187;-5.6803459897
16661192;HMGN2;3151;-0.214672117;2.2630177382;-0.4597505511;0.6506673031;0.9125003187;-5.6803713196
16863104;TOMM40;10452;0.2042290691;2.2557681074;0.4595552436;0.6508051166;0.9125003187;-5.680455807
16734755;RRM1-AS1;---;-0.1922527953;1.7790579799;-0.4593556589;0.6509459614;0.9125003187;-5.6805421084
16752233;TMEM198B;440104;-0.1923366122;2.7799551668;-0.4592575023;0.6510152345;0.9125003187;-5.6805845383
16960560;P2RY14;9934;0.3015495467;2.5828933966;0.459053149;0.6511594652;0.9125003187;-5.6806728453
16674283;RNA5SP69;---;-0.2439978352;2.4993571212;-0.4590477922;0.6511632462;0.9125003187;-5.6806751596
16858321;CARM1;10498;0.1819523617;2.8318220887;0.4590272154;0.6511777699;0.9125003187;-5.6806840492
16995409;NUP155;9631;-0.2203812409;3.4339542695;-0.4589988773;0.6511977721;0.9125003187;-5.6806962912
16886232;ARHGAP15//LOC101928361;55843;-0.222861632;2.7338658347;-0.4589540626;0.6512294046;0.9125003187;-5.6807156496
17090564;SNORD62A//SNORD62B;26786;0.312052052;5.643707793;0.4589062644;0.6512631437;0.9125003187;-5.6807362946
17118436;LOC651337;651337;0.2654268987;2.6554165807;0.4587305795;0.6513871604;0.9125003187;-5.6808121587
16800980;GABPB1-AS1;100129387;0.1835812748;3.5723791797;0.4586967794;0.6514110213;0.9125003187;-5.680826751
16827502;SLC12A4;6560;-0.2073823422;3.0732721113;-0.458454483;0.6515820792;0.9125003187;-5.6809313251
16692341;ACP6;51205;0.1748837033;2.4515740489;0.4583842234;0.6516316851;0.9125003187;-5.6809616387
16911752;MIR3192;100422875;-0.2439945328;2.3726052268;-0.4582671361;0.6517143569;0.9125003187;-5.6810121462
16866370;WASH5P;375690;-0.2331835413;3.4880421208;-0.4582178673;0.6517491456;0.9125003187;-5.6810333953
17052619;TRBV20-1//IL23A;---;0.3494083941;3.1051048677;0.4572441107;0.6524368807;0.9132205826;-5.6814529081
16954351;SEMA3B-AS1//U73167.7;101928931;0.1972754131;1.5737833731;0.4570914091;0.6525447581;0.9132205826;-5.6815186157
17118102;LOC100272216;100272216;-0.2184256583;2.1481843382;-0.4570220721;0.6525937444;0.9132205826;-5.6815484444
16941278;PARP3;10039;-0.2083656936;2.4704202734;-0.4568652033;0.6527045776;0.9132205826;-5.6816159128
17043760;ARL4A;10124;-0.2510729061;4.2226161213;-0.4568633576;0.6527058817;0.9132205826;-5.6816167065
16667119;KIAA1107;23285;-0.186641401;1.5751886144;-0.4561139365;0.6532354878;0.9132205826;-5.6819387148
16840902;AURKB;9212;-0.2984078446;3.3754201809;-0.4560828529;0.6532574583;0.9132205826;-5.6819520596
16715611;BMS1P4//BMS1//RP11-574K11.28;729096;-0.2741035169;2.1365370462;-0.4559192326;0.6533731134;0.9132205826;-5.6820222899
16839131;TBCD//LOC101929597;6904;0.1980222275;4.0749681746;0.455864232;0.6534119926;0.9132205826;-5.6820458921
16987253;ARRDC3-AS1;100129716;-0.1929185015;1.9525223844;-0.4557648728;0.6534822309;0.9132205826;-5.6820885228
16798132;SNORD116-1;100033413;-0.451974505;1.6730144936;-0.4557614535;0.6534846481;0.9132205826;-5.6820899897
16782072;TRAJ26//YME1L1;---;0.3499867218;5.3456012176;0.4557021923;0.6535265422;0.9132205826;-5.6821154115
16774669;NUDT15;55270;0.1822771062;2.8049930494;0.4556775751;0.6535439455;0.9132205826;-5.6821259709
16675323;RGS2;5997;0.199550915;6.0451418946;0.4556274131;0.6535794083;0.9132205826;-5.6821474857
16919418;FITM2;128486;-0.1994348718;2.4715470822;-0.4555096699;0.6536626522;0.9132205826;-5.6821979775
17117569;ARL2BPP2;---;0.201757671;1.3663763436;0.4553705987;0.6537609808;0.9132205826;-5.6822575989
16876605;AC019118.4;---;-0.1931816192;1.4113409962;-0.4553435539;0.6537801033;0.9132205826;-5.6822691912
16832880;ADAP2;55803;-0.1666722602;1.7561666063;-0.4553009082;0.6538102571;0.9132205826;-5.6822874693
16893697;LOC728323//AC093642.5;728323;0.2417016263;4.4244448348;0.4550291782;0.6540024056;0.9133045956;-5.6824038943
16927025;DGCR11;25786;0.2470328728;3.68504538;0.4548515486;0.6541280262;0.9133045956;-5.6824799645
16745583;SCN3B;55800;0.1701427499;1.4050166426;0.4548512932;0.6541282068;0.9133045956;-5.6824800738
16781973;TRAV38-1//YME1L1;---;0.2519557734;2.8370734232;0.4544837607;0.6543881613;0.9135258555;-5.6826373779
17067102;CDCA2;157313;-0.2642316772;2.3400549056;-0.4542914363;0.6545242097;0.9135258555;-5.6827196433
17019399;YIPF3;25844;-0.1906751682;3.4982357791;-0.454250443;0.6545532096;0.9135258555;-5.6827371735
16872567;EXOSC5;56915;-0.2373248657;1.625581072;-0.4540432807;0.6546997708;0.9135258555;-5.6828257398
16789059;RCOR1;23186;-0.1632699707;4.1898125386;-0.4539240135;0.6547841553;0.9135258555;-5.6828767111
16842403;LGALS9B;284194;-0.2336894484;2.7871130324;-0.453843345;0.654841233;0.9135258555;-5.6829111791
16950050;AC127904.2;---;-0.2095023796;2.2230085453;-0.4537767418;0.6548883603;0.9135258555;-5.6829396328
16686796;STIL;6491;-0.2755367187;2.6876305153;-0.4535822303;0.6550260018;0.9135858434;-5.6830227069
16694117;SCAMP3;10067;-0.1941772481;3.6326600171;-0.4534730235;0.6551032849;0.9135858434;-5.6830693329
16940693;TCTA;6988;0.1819014878;4.937965496;0.4532672421;0.6552489226;0.9136690566;-5.6831571618
16861118;COX6B1;1340;-0.1713272393;7.66241632;-0.4531135829;0.6553576809;0.9137008308;-5.6832227191
16817182;LCMT1;51451;-0.1794219493;3.9874938728;-0.4527531759;0.6556128042;0.9137878725;-5.6833763983
17014169;TULP4;56995;0.247490671;3.4049232382;0.4523344102;0.6559092925;0.9137878725;-5.6835548117
16849344;FLJ45079;400624;0.1781364934;1.7692624177;0.4522466891;0.6559714069;0.9137878725;-5.6835921645
17041432;TRIM27;5987;-0.1839834467;2.9628199157;-0.4521734923;0.6560232387;0.9137878725;-5.6836233272
16750325;ANO6;196527;0.2185392352;4.3418856593;0.4521204152;0.6560608246;0.9137878725;-5.6836459211
17117778;DND1//LOC100134173//RP11-259G18.3//DND1P1;373863;0.3651090771;3.2099997473;0.451944275;0.6561855628;0.9137878725;-5.683720882
16896337;AC073218.3;---;-0.1762756924;1.4204199504;-0.4517840809;0.6562990172;0.9137878725;-5.6837890318
16932690;THAP7;80764;0.1925324533;3.2278482931;0.4517375226;0.6563319929;0.9137878725;-5.6838088342
16708802;TAF5;6877;0.1935014803;2.1869056576;0.4515405287;0.6564715249;0.9137878725;-5.6838925985
16786295;MIR4505;100616158;0.2045965023;2.7641994949;0.4515215288;0.6564849833;0.9137878725;-5.6839006757
16735986;RNA5SP331;---;0.1844629603;1.3550037936;0.4515003071;0.6565000157;0.9137878725;-5.6839096969
16731572;AP006216.10;---;-0.1927479061;1.5226269623;-0.451296174;0.6566446208;0.9137878725;-5.6839964517
16781881;TRAV13-2;---;-0.3354717003;3.6369451728;-0.4511049835;0.6567800701;0.9137878725;-5.6840776712
16910825;NOP56//SNORD86//SNORD57//SNORD110//MIR1292;10528;0.1940105444;3.6859739342;0.4510829606;0.656795673;0.9137878725;-5.6840870246
16658020;PLCH2;9651;-0.2190781833;3.187888281;-0.450999937;0.6568544956;0.9137878725;-5.6841222816
16983200;MARCH6;10299;0.1768982974;5.2105148928;0.4509894261;0.6568619429;0.9137878725;-5.6841267448
17019338;DNPH1;10591;0.223943768;4.764532581;0.4509614565;0.6568817601;0.9137878725;-5.6841386207
16719217;CHST15;51363;0.210309359;1.3969919768;0.4503794942;0.6572941549;0.9142418895;-5.6843855597
16711866;SEPHS1;22929;0.235250934;4.5849436273;0.4501959591;0.6574242363;0.9143031645;-5.6844633729
16709851;MIR4681;100616398;-0.3560962748;1.5558697969;-0.4500077213;0.6575576624;0.9143690745;-5.6845431476
16973942;RN7SKP275;---;0.195750796;1.9662352946;0.4498228178;0.6576887366;0.9144316971;-5.6846214775
17033617;HLA-DQA1//LOC100509457;3117;0.1958521685;2.9317745489;0.4496234512;0.657830076;0.914508574;-5.6847058991
16734877;HBE1;3046;-0.1821230142;1.4980465641;-0.4494807398;0.6579312582;0.9145296118;-5.6847663076
17094044;EXOSC3;51010;-0.1932518001;3.0733204282;-0.449131217;0.6581790981;0.9147524635;-5.6849141784
16966049;KLHL5;51088;0.1720710466;3.8774612604;0.4489288628;0.6583226019;0.9147524635;-5.6849997359
16741833;STARD10;10809;0.1987707266;3.1051502706;0.4488905239;0.6583497924;0.9147524635;-5.6850159417
17100951;DUX4//DUX4L1//DUX4L8//DUX4L7//DUX4L6//DUX4L5//DUX4L3//DUX4L2//LOC100288289;100288687;0.1945088561;1.1558081774;0.448145934;0.6588779607;0.9150317507;-5.6853304113
16842659;ALDOC;230;0.2055110727;4.0879179362;0.4479966151;0.6589839008;0.9150317507;-5.685393413
16859270;RAB8A;4218;0.2240018264;5.700638604;0.447638476;0.6592380266;0.9150317507;-5.6855444381
16716320;KLLN;100144748;0.1738875438;1.3206330906;0.4476353128;0.6592402714;0.9150317507;-5.6855457715
17027784;LTA;4049;-0.2685520193;4.7772365849;-0.4469779389;0.6597068369;0.9150317507;-5.6858226726
16747568;DSTNP2;171220;-0.3091997371;2.575574873;-0.4468307105;0.6598113506;0.9150317507;-5.6858846341
17060270;ZNF394;84124;-0.1889675737;4.7044457933;-0.4467929568;0.6598381522;0.9150317507;-5.6859005196
17025292;RNU4ATAC18P;---;-0.2671966434;1.5688412131;-0.4466892419;0.6599117823;0.9150317507;-5.6859441527
16967137;RNU6-998P;---;0.2138405922;1.5997443935;0.4466263183;0.6599564553;0.9150317507;-5.68597062
17112969;BEX2;84707;-0.1629427341;1.2917779057;-0.4465861717;0.6599849582;0.9150317507;-5.6859875047
16951097;MRPS25;64432;-0.1780187858;3.4698892619;-0.4464489025;0.6600824196;0.9150317507;-5.6860452259
16889807;CD28;940;-0.2668773513;4.8223436066;-0.44632035;0.6601736978;0.9150317507;-5.686099266
16837689;ICT1;3396;0.2486928744;6.0976024803;0.4462497537;0.6602238267;0.9150317507;-5.6861289363
16704473;RNA5SP317//RNA5SP311//RNA5SP315//RNA5SP312//RNA5SP310;---;0.5006307315;3.6096210063;0.4461974426;0.6602609727;0.9150317507;-5.6861509188
17002141;HAVCR2;84868;0.1761374767;3.4988013716;0.4459977928;0.6604027521;0.9150317507;-5.6862347936
16670547;TARS2//MIR6878;80222;0.1873826776;2.0024214938;0.445744773;0.6605824505;0.9150317507;-5.6863410368
16689354;GBP2;2634;-0.2157718957;5.5263342667;-0.4457154272;0.6606032937;0.9150317507;-5.6863533553
16956594;DHFRL1;200895;0.1961232537;3.0762801149;0.4456194377;0.6606714733;0.9150317507;-5.6863936433
16858729;MAST1;22983;-0.1737496764;1.2030282641;-0.4453334294;0.6608746378;0.9150317507;-5.6865136344
16787679;UBR7;55148;0.2795632177;2.6213766185;0.4453327956;0.6608750881;0.9150317507;-5.6865139002
16730268;AMOTL1;154810;0.1866831541;2.00585981;0.4452212447;0.660954335;0.9150317507;-5.6865606794
16878036;AGBL5;60509;0.1749707734;2.8992830743;0.4450043776;0.6611084114;0.9150317507;-5.6866515905
16925057;SYNJ1;8867;-0.1717079226;3.5383846939;-0.4449595007;0.6611402967;0.9150317507;-5.6866703976
16982024;CENPU//MLF1IP;79682;-0.2960693379;2.817998171;-0.4449422682;0.6611525407;0.9150317507;-5.6866776189
16806279;HERC2//LOC101929047//LOC101929832;8924;-0.1789208;3.4585359802;-0.4447830366;0.6612656822;0.9150317507;-5.6867443324
17075920;RNA5SP260;---;0.3880430834;2.4265913764;0.4447626698;0.6612801543;0.9150317507;-5.6867528638
16827282;LRRC29;26231;0.1605378239;1.9171727701;0.4447126473;0.6613156997;0.9150317507;-5.686773816
16662908;PPIE;10450;-0.1994367398;2.9476922304;-0.4446325914;0.6613725882;0.9150317507;-5.6868073432
16674143;RP11-492I21.1;---;-0.1744204608;1.4270855724;-0.4445501131;0.6614312002;0.9150317507;-5.6868418786
16907130;CLK1;1195;0.1949094183;5.4542877364;0.4441865069;0.6616896184;0.9150317507;-5.6869940535
16945137;ABTB1;80325;-0.192983144;1.9629936537;-0.4441601583;0.6617083463;0.9150317507;-5.6870050761
16712046;NMT2;9397;-0.1922300581;4.037222867;-0.4440956484;0.6617541992;0.9150317507;-5.6870320602
16807071;ZNF770;54989;-0.2326130004;3.1048540104;-0.4440060678;0.6618178742;0.9150317507;-5.6870695249
17068398;AGPAT6;137964;0.1885559325;3.4073870395;0.4439206934;0.6618785619;0.9150317507;-5.6871052236
17041292;BRD2;6046;0.163675489;6.6935239564;0.443906131;0.6618889137;0.9150317507;-5.687111312
16729738;C11orf73;51501;-0.1924208536;1.5694154084;-0.4438831785;0.6619052298;0.9150317507;-5.687120908
16693976;MUC1;4582;0.2457319668;3.0274783796;0.4438321593;0.6619414982;0.9150317507;-5.6871422364
16998365;CTC-506B8.1;---;-0.1762552737;4.49666171;-0.4438171581;0.6619521624;0.9150317507;-5.6871485071
16851397;RBBP8;5932;-0.2154085812;3.9432001561;-0.4437311249;0.6620133237;0.9150317507;-5.6871844662
16758182;RP11-7M8.2;---;-0.1682760722;1.8407468306;-0.44372269;0.6620193203;0.9150317507;-5.6871879914
16740159;MIR194-2//AP001187.9;406970;-0.1709915119;1.3015967474;-0.4433137942;0.6623100402;0.9150317507;-5.6873588003
16946366;ZBTB38;253461;0.1772705648;1.5975472704;0.4432138441;0.6623811119;0.9150317507;-5.6874005293
16815425;ZNF75A//LOC102724873;7627;-0.1758236462;2.9154346846;-0.4431759019;0.6624080924;0.9150317507;-5.6874163677
16866404;MIER2;54531;-0.197060192;1.6343119476;-0.4431014736;0.6624610193;0.9150317507;-5.6874474327
17052237;PP12708;100130609;-0.1916492017;1.7131581977;-0.4425301909;0.6628673259;0.9150317507;-5.6876857061
17103327;EBP;10682;0.2176923343;4.2461193361;0.4424000274;0.6629599155;0.9150317507;-5.6877399532
16982099;KIAA1430;57587;-0.2076094707;3.6993765333;-0.4423272927;0.6630116565;0.9150317507;-5.6877702595
16998722;LOC285638//CTD-2587M2.1;285638;-0.1812614801;2.6514023443;-0.4423089046;0.6630247374;0.9150317507;-5.6877779204
16798284;IPW//SNORD107//PWARSN//SNORD116-4//SNORD116-22//SNORD115-7//SNORD115-13//SNORD115-26//SNORD116-28//LOC101930404//SNRPN//SNHG14;3653;0.1756748194;1.2078483306;0.4422234484;0.6630855309;0.9150317507;-5.6878135196
16765785;RP11-762I7.4;---;-0.2148070836;1.8023685291;-0.4417161403;0.663446478;0.9150317507;-5.6880247144
16671874;SYT11;23208;0.190085992;5.4736164217;0.4416552847;0.6634897821;0.9150317507;-5.688050033
16909591;AC073254.1;---;0.1788511078;1.9206928249;0.4413968196;0.6636737163;0.9150317507;-5.6881575275
17052615;TRBV19;---;-0.1773208564;1.3896572296;-0.4413338047;0.6637185635;0.9150317507;-5.6881837258
16793024;ERO1L;30001;-0.1917317747;4.0910219009;-0.4412418086;0.6637840388;0.9150317507;-5.6882219664
17093997;RP11-220I1.2;---;0.1872187426;1.6319031464;0.4408931695;0.6640321965;0.9150317507;-5.6883668165
17098118;OR1N1;138883;0.1729011823;1.4395922209;0.4408641665;0.6640528424;0.9150317507;-5.6883788614
16873848;LIG1;3978;0.2507049181;4.2400345188;0.4407992396;0.6640990617;0.9150317507;-5.6884058227
16952639;HIGD1A;25994;-0.2270244836;6.1640447744;-0.4407304393;0.6641480399;0.9150317507;-5.6884343881
16764724;SMAGP;57228;0.1624747603;1.9881466156;0.4406798587;0.6641840486;0.9150317507;-5.6884553861
16798156;SNORD116-10;100033422;-0.1986475356;1.7346629638;-0.4406418407;0.6642111145;0.9150317507;-5.6884711673
17050497;MDFIC;29969;0.1791630616;2.9301618612;0.440639082;0.6642130785;0.9150317507;-5.6884723124
16851022;CHMP1B;57132;0.1985591789;6.5667284397;0.4405684319;0.6642633772;0.9150317507;-5.6885016354
16888365;RNA5SP113;---;-0.201812276;3.3017515868;-0.4405453642;0.6642798004;0.9150317507;-5.6885112085
16961475;EIF5A2;56648;0.2612727756;2.4491915229;0.440535871;0.6642865592;0.9150317507;-5.6885151481
17046041;IKZF1;10320;-0.1812781577;5.7563000031;-0.4405068018;0.6643072555;0.9150317507;-5.6885272109
16862408;CYP2F1;1572;0.1629683034;1.7363690511;0.4402524716;0.6644883423;0.9150317507;-5.6886327169
16776080;CLYBL;171425;0.1766840784;1.5545086811;0.4401481418;0.6645626327;0.9150317507;-5.6886759797
17084485;CNTFR-AS1;415056;-0.1818268934;2.182801478;-0.4398296354;0.6647894544;0.9150317507;-5.6888079937
16896006;FLJ31356//AC104695.3;403150;-0.1650519723;1.9627461395;-0.4397860747;0.6648204784;0.9150317507;-5.6888260414
16857851;CERS4;79603;0.1759592736;2.5259492416;0.4395280426;0.6650042617;0.9150317507;-5.6889329112
17085379;FAM27C//FAM27B;100132948;-0.2027745062;2.8364104899;-0.4395186812;0.6650109297;0.9150317507;-5.6889367872
16921317;GMEB2;26205;0.1913298161;3.4478345744;0.439468318;0.6650468036;0.9150317507;-5.6889576387
16844684;KRT37;8688;-0.1640235762;1.5207710665;-0.4393831494;0.6651074713;0.9150317507;-5.688992895
16722295;RNA5SP332;---;0.2242975683;1.2556016947;0.4393796694;0.6651099503;0.9150317507;-5.6889943354
17040305;OR10C1;442194;0.2280636248;1.1476655881;0.4393385752;0.6651392236;0.9150317507;-5.6890113442
16967779;CXCL6;6372;-0.1670271078;1.1837288126;-0.4391448704;0.665277216;0.9150317507;-5.6890914972
16797423;IGHD2-15;---;0.3092605865;2.3563567356;0.439058422;0.6653388045;0.9150317507;-5.6891272574
16782108;TRAJ7;---;-0.4705822849;3.4465204229;-0.4390185185;0.6653672338;0.9150317507;-5.6891437616
17060972;RP11-514P8.2;---;0.2309177852;2.2748684148;0.4389660887;0.6654045883;0.9150317507;-5.6891654445
16996941;LOC100272216;100272216;-0.2080036789;2.7872783089;-0.438850184;0.6654871696;0.9150317507;-5.6892133689
16854554;SLC25A52;147407;0.1723905574;1.3190239014;0.4387097435;0.6655872384;0.9150317507;-5.6892714219
17052681;IL23A//TRBJ2-6;51561;0.2858819111;3.7374656293;0.4386768251;0.6656106949;0.9150317507;-5.6892850265
16873344;OPA3;80207;-0.221362869;3.4734109112;-0.4384925064;0.6657420401;0.9150913726;-5.6893611839
16870269;INSL3;3640;0.1831021028;3.296693264;0.4382752103;0.6658968993;0.9150913726;-5.6894509268
16900450;STARD7;56910;0.1830210061;5.7395115177;0.4382535022;0.6659123707;0.9150913726;-5.6894598898
17098272;RP11-85O21.5;---;0.1804713743;1.6619132248;0.4381110266;0.6660139173;0.9151125937;-5.6895187054
17117192;TTTY13;83868;0.1892796314;1.401806001;0.4378746681;0.6661823915;0.9152257571;-5.6896162357
16997688;CTD-2193P3.2;---;0.2356042954;4.3877928109;0.4374914779;0.6664555646;0.9152449848;-5.6897742448
16989534;SMAD5;4090;0.2231894712;2.4722645453;0.4374411001;0.6664914821;0.9152449848;-5.6897950081
16775631;RBM26-AS1;100505538;0.1686404973;1.2807348205;0.4373956948;0.666523855;0.9152449848;-5.68981372
