;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
16845574;ATXN7L3;56970;-0.6175489037;3.4221456942;-1.5692454211;0.1323198151;0.6542192976;-4.6813227088
16844581;KRTAP2-2//KRTAP2-1//AC037482.1;728279;-0.6267630488;1.4266872798;-1.569039629;0.1323677336;0.6542192976;-4.6815932335
16938271;KAT2B;8850;-0.8247996928;6.7559381794;-1.5685585787;0.1324798023;0.6542192976;-4.6822254948
16680323;ANKRD65;441869;0.62077521;1.8384327364;1.568166277;0.132571254;0.6542192976;-4.682741002
16798164;SNORD116-14//SNRPN;100033426;0.9592036395;1.8361821705;1.5679879743;0.1326128366;0.6542192976;-4.6829752699
16759153;FZD10;11211;0.6310254433;1.4545751481;1.5677343646;0.1326720005;0.6542192976;-4.683308447
16757535;RP4-601P9.2;---;0.61764527;1.1462359854;1.5675805423;0.132707896;0.6542192976;-4.6835105095
16900132;IGKV1-16//IGKC;---;0.849484242;1.9055783255;1.5674952528;0.1327278024;0.6542192976;-4.6836225403
17114489;MAP7D3;79649;0.6696412145;5.3453659312;1.5673786062;0.1327550315;0.6542192976;-4.6837757521
16734762;TRIM21;6737;-0.6834237364;3.2099632522;-1.5670593942;0.1328295697;0.6542192976;-4.6841949834
16874265;MIR4324;100422979;-1.1975037772;2.4324139452;-1.567016828;0.1328395118;0.6542192976;-4.6842508821
17117433;LOC101927806//LOC440570//LOC100132147//RP11-108M9.3;101927806;0.6307842402;2.5455727235;1.5661896951;0.1330328274;0.6542192976;-4.6853368586
17043157;FOXK1//AP5Z1//MIR4656;221937;0.6678159766;3.3264638147;1.5661137783;0.1330505822;0.6542192976;-4.6854365111
16937035;ARL8B;55207;0.728099186;4.3805797295;1.5660572831;0.1330637961;0.6542192976;-4.6855106674
16801862;APH1B;83464;-0.5922940812;1.874223984;-1.5653951694;0.1332187427;0.6542192976;-4.6863796144
16843213;RNA5SP437;---;-0.9130066902;2.3992336343;-1.5652834383;0.1332449046;0.6542192976;-4.6865262209
16900783;ACTR1B;10120;-0.5568137635;2.5594256749;-1.5642042053;0.1334978281;0.6542192976;-4.6879419143
17010354;CD109;135228;0.7732152865;1.7789475163;1.5639755094;0.1335514754;0.6542192976;-4.688241813
16810943;SCARNA14;692149;-1.1712612989;1.4126792979;-1.5639153612;0.1335655879;0.6542192976;-4.6883206824
16869841;AKAP8;10270;0.7122009119;4.3621066649;1.5634738568;0.1336692155;0.6542192976;-4.688899535
16904917;FASTKD1;79675;-0.5244232496;1.6519176854;-1.5630765453;0.1337625277;0.6542192976;-4.6894203406
16884523;SLC20A1;6574;-0.5954622249;5.1702556664;-1.5628178835;0.1338233058;0.6542192976;-4.6897593468
16909464;GPR55;9290;0.8738679452;2.7848489926;1.5626085407;0.1338725123;0.6542192976;-4.6900336835
16771727;ZCCHC8;55596;-0.5899614022;2.5569252793;-1.5620786273;0.1339971368;0.6542192976;-4.6907279926
16996246;RNF138P1;379013;0.6233582084;1.2310626062;1.5620675027;0.1339997541;0.6542192976;-4.6907425666
16829494;DBIL5P;100131454;0.565756296;1.2821604119;1.5620232847;0.1340101577;0.6542192976;-4.6908004938
17000591;MZB1;51237;-0.8712264486;3.1527931951;-1.5620103949;0.1340131906;0.6542192976;-4.6908173798
16835398;AC090627.1;---;-0.6623718337;4.250165783;-1.5618021669;0.1340621928;0.6542192976;-4.6910901487
16822868;MSRB1;51734;-0.7111832144;1.8504897019;-1.561368481;0.1341642997;0.6542192976;-4.6916581681
16860017;GATAD2A;54815;0.5767230236;4.2432175407;1.5613235136;0.1341748905;0.6542192976;-4.6917170572
17028041;C6orf48;50854;0.642871999;9.1202252025;1.5612044439;0.1342029374;0.6542192976;-4.6918729841
16914339;ZSWIM3;140831;0.6569831427;1.5342878697;1.5611218855;0.1342223869;0.6542192976;-4.6919810926
16965922;PGM2;55276;-0.6167198585;3.8414743588;-1.5609855019;0.134254522;0.6542192976;-4.6921596747
16930132;RP3-508I15.18//RP3-508I15.19;---;-0.5965489137;8.1666145687;-1.5607995445;0.1342983481;0.6542192976;-4.6924031501
16977520;COQ2;27235;-0.7286798963;1.6211991024;-1.5607180589;0.1343175563;0.6542192976;-4.6925098327
16850517;NDC80;10403;-0.9538966063;3.9644370512;-1.5606999618;0.1343218225;0.6542192976;-4.6925335253
16747770;PEX5;5830;0.5729088541;1.4793932343;1.5606763434;0.1343273905;0.6542192976;-4.6925644459
16781482;PARP2;10038;-0.5816161452;2.9814922113;-1.5604651592;0.1343771854;0.6542192976;-4.6928409075
17107368;SNURFL;---;-0.6189598593;1.6405974496;-1.5599392001;0.1345012676;0.6545235677;-4.6935293181
16814295;CAPN15;6650;0.7185208503;2.2083656295;1.5585460987;0.1348303831;0.6552230137;-4.6953518499
16755498;TMPO;7112;-0.7119465753;3.8244488355;-1.5582721783;0.1348951747;0.6552230137;-4.6957100619
16670920;SNX27;81609;-0.6181947838;4.7932861954;-1.5581441535;0.1349254658;0.6552230137;-4.6958774666
17065549;RP11-10A14.3;---;0.8030131257;1.3544564912;1.5576762301;0.1350362263;0.6552230137;-4.696489232
16828540;RNA5SP430;---;-0.5894481614;1.4613761761;-1.5576466483;0.135043231;0.6552230137;-4.6965279026
16705279;RP11-428G2.1;---;0.5733524429;1.0665892474;1.5574817614;0.1350822805;0.6552230137;-4.6967434401
16736638;E2F8;79733;-0.9711127138;2.4195578793;-1.5573525319;0.1351128919;0.6552230137;-4.6969123548
17095956;LOC101927993//RP11-274J16.5;101927993;0.6225964617;2.4022074384;1.5571178968;0.1351684862;0.6552230137;-4.6972190167
16782414;DHRS4-AS1;55449;-0.6891131826;2.4712635891;-1.5566514475;0.135279063;0.6552230137;-4.6978285494
16946620;C3orf58;205428;-0.6231884731;1.9060994026;-1.5563725019;0.1353452259;0.6552230137;-4.6981929953
16710344;FAM175B;23172;0.6066802492;4.1943096153;1.5561182146;0.1354055637;0.6552230137;-4.6985251814
16989736;EGR1;1958;-0.7131884651;8.9746403337;-1.5560902161;0.1354122085;0.6552230137;-4.6985617545
16892523;SCARNA6;677772;0.9293043639;3.6684795433;1.5556866667;0.1355080132;0.6552230137;-4.6990888359
17075776;PBK;55872;-0.8761980476;2.1485309295;-1.5556862627;0.1355081092;0.6552230137;-4.6990893636
16776188;TPP2;7174;-0.5883000111;5.6432976258;-1.5548947103;0.1356961915;0.6558340713;-4.7001229186
16830041;ZFP3;124961;-0.6263508916;2.1539915759;-1.5543688012;0.1358212737;0.6560683278;-4.7008093934
16974498;FBXL5;26234;-0.6029263678;3.7561150286;-1.5541719352;0.135868121;0.6560683278;-4.7010663192
16855820;RTTN;25914;-0.6650051806;3.1840318588;-1.553808738;0.1359545845;0.6561877039;-4.7015402554
16711089;LARP4B;23185;-0.5795217345;4.2290107132;-1.5524386834;0.1362811544;0.657331229;-4.7033272808
16674618;IER5;51278;0.9008292986;6.4406972711;1.5522959765;0.1363152078;0.657331229;-4.7035133508
17008141;CMTR1;23070;-0.7052556389;3.0667500875;-1.5515265729;0.1364989287;0.6574711705;-4.7045163224
16770475;RASAL1;8437;0.6710859894;1.5912422338;1.5508807231;0.1366533056;0.6574711705;-4.7053579403
17036580;DDX39B//SNORD84;7919;0.6287188318;0.8880432311;1.5506447058;0.1367097568;0.6574711705;-4.7056654317
16944673;PARP15;165631;-0.5981580763;2.3015386112;-1.5505580259;0.136730494;0.6574711705;-4.7057783524
16880256;CCDC104;112942;0.5803388545;4.503245871;1.5501212576;0.1368350255;0.6574711705;-4.7063472708
16826243;ITFG1;81533;-0.6026406831;3.8559952854;-1.5496838434;0.1369397782;0.6574711705;-4.706916908
16823750;CARHSP1;23589;-0.5923154949;3.5022784216;-1.5496592815;0.1369456622;0.6574711705;-4.7069488909
16998044;LUCAT1;100505994;0.7013964967;1.2639101867;1.549538803;0.1369745274;0.6574711705;-4.7071057646
16852568;RNU6-742P;---;-0.6485815075;1.2743017374;-1.5495156383;0.1369800779;0.6574711705;-4.707135926
16814901;SYNGR3;9143;0.6153172659;2.3749275714;1.5494189532;0.1370032468;0.6574711705;-4.7072618104
16783920;MGAT2;4247;0.6341602764;3.1572270161;1.5493293888;0.1370247123;0.6574711705;-4.7073784184
16763375;PUS7L;83448;-0.5938803326;2.5153967821;-1.548722911;0.1371701376;0.6578719413;-4.7081678837
16725888;RP11-831H9.3;---;-0.8238013739;1.4742907098;-1.5476705652;0.13742278;0.6584722991;-4.7095371851
17004289;NQO2//RP1-90J20.11;4835;0.6773805235;1.8857399922;1.5475872992;0.1374427866;0.6584722991;-4.7096454997
16693303;HRNR;388697;0.6101038295;1.2947423936;1.5474275168;0.1374811848;0.6584722991;-4.7098533361
17111674;ZC4H2;55906;-0.7330687127;1.9099556973;-1.5463752546;0.1377342824;0.6590371914;-4.7112216543
16876139;LOC100506634//CTD-2619J13.14;100506634;-0.5979253158;1.4649431638;-1.5451857662;0.1380208519;0.6590371914;-4.7127675595
16819714;RNU6-103P;---;0.6472221595;1.549056319;1.5450792299;0.1380465426;0.6590371914;-4.7129059738
16899050;TPRKB;51002;-0.6803617984;3.9861860023;-1.5448436296;0.1381033705;0.6590371914;-4.7132120451
16874835;LIM2;3982;-0.9208950919;2.4461585084;-1.5446741381;0.1381442646;0.6590371914;-4.7134322116
16745849;PUS3;83480;0.6368645574;1.8566202604;1.544205441;0.1382574019;0.6590371914;-4.7140409447
16822831;HAGH;3029;-0.6512403229;5.5950794349;-1.5441401046;0.1382731793;0.6590371914;-4.7141257909
16664615;RNU6-877P;---;0.5856088803;1.1365968423;1.5438128727;0.1383522219;0.6590371914;-4.714550695
16997860;CCNH;902;-0.6671132855;5.1506266631;-1.543629886;0.1383964384;0.6590371914;-4.7147882695
17002187;CTB-47B11.3;---;0.6196091638;2.5240582486;1.543459996;0.1384375008;0.6590371914;-4.715008821
16988725;MEGF10;84466;0.5746557786;3.0217369364;1.5429849169;0.138552381;0.6590371914;-4.7156254712
16873357;EML2;24139;0.5614730119;2.5373087334;1.5425729973;0.1386520524;0.6590371914;-4.7161600231
16782637;RP11-468E2.5;---;-0.8307115712;2.7710489824;-1.5424041959;0.1386929141;0.6590371914;-4.7163790468
16793671;HIF1A-AS1;100750246;-0.602388532;1.9295967249;-1.5423906546;0.1386961925;0.6590371914;-4.7163966162
16755540;SLC25A3;5250;-0.6807624901;2.4754054253;-1.5421167481;0.1387625195;0.6590371914;-4.7167519747
16666835;SH3GLB1;51100;0.5943485423;6.12783371;1.541894851;0.1388162716;0.6590371914;-4.7170398222
17071521;KB-1107E3.1;---;-0.7896933485;5.1687322475;-1.5418617281;0.1388242968;0.6590371914;-4.7170827869
16986895;XRCC4;7518;-0.6261469713;1.8157128664;-1.5413020604;0.1389599533;0.6590371914;-4.717808642
17043702;TMEM106B;54664;-0.6908823966;3.9604368684;-1.5405904047;0.1391326084;0.6590371914;-4.718731325
16745645;OR8B3;390271;-0.8562632109;1.2461578712;-1.5403846422;0.1391825617;0.6590371914;-4.7189980415
16871028;CTC-459F4.5;---;0.6833787172;1.9019538288;1.5403261677;0.1391967603;0.6590371914;-4.7190738332
16881687;WDR54;84058;-0.6098630952;3.9302346602;-1.5402671145;0.1392111007;0.6590371914;-4.7191503728
17069481;MTFR1;9650;-0.5841563646;2.1178675999;-1.5400344172;0.1392676205;0.6590371914;-4.7194519527
16921591;USP25;29761;-0.5885621577;5.3828671411;-1.5396210475;0.1393680706;0.6590371914;-4.719987601
16728986;MIR548AL;100616215;1.3077104579;2.1798778333;1.5395516916;0.1393849302;0.6590371914;-4.7200774624
16863783;GRWD1;83743;0.6157913732;2.0243514815;1.5394858384;0.1394009399;0.6590371914;-4.7201627824
16949611;IL1RAP;3556;0.5788003205;2.2377180514;1.5394286711;0.1394148391;0.6590371914;-4.7202368467
16688929;GNG5;2787;-0.623474209;1.5998813582;-1.5394202914;0.1394168766;0.6590371914;-4.720247703
16826892;CSNK2A2;1459;0.6485965967;6.1867040361;1.539041159;0.1395090865;0.6590371914;-4.7207388407
16760162;C12orf4;57102;-0.5427345558;3.098261759;-1.5389904528;0.1395214227;0.6590371914;-4.7208045198
16974096;GRPEL1;80273;0.6297274814;4.1604939183;1.5382409571;0.1397038717;0.6595353713;-4.7217751381
16724178;SLC35C1;55343;-0.6240226774;2.7749376688;-1.5378789372;0.1397920686;0.6595353713;-4.7222438346
16879883;MSH2;4436;-0.7356280772;3.3133542483;-1.5377404655;0.1398258159;0.6595353713;-4.7224230874
16775533;MYCBP2-AS1;100874212;-0.5868410237;1.4548878188;-1.5374234436;0.1399031035;0.6595353713;-4.7228334286
16828622;CMC2;56942;0.558401991;6.2916231768;1.5367901875;0.1400575926;0.6595353713;-4.7236528972
17057381;MYO1G;64005;-0.6100401413;6.0328697514;-1.5365682088;0.1401117799;0.6595353713;-4.7239400887
16720500;LOC101927503//RP13-870H17.3;101927503;0.6670333054;1.6368444826;1.5365292268;0.1401212976;0.6595353713;-4.7239905196
16964743;BLOC1S4;55330;0.6580214434;2.6851467446;1.5365208578;0.140123341;0.6595353713;-4.7240013464
16911780;LINC00493;388789;-0.7126359806;6.2507424233;-1.53623479;0.1401932035;0.659572097;-4.7243713995
16827996;CMTR2;55783;0.5610514354;1.8266943194;1.5354943535;0.1403741644;0.6600804451;-4.725328972
16844927;RP11-156E6.1;---;0.5762854135;3.3672772177;1.5352845737;0.1404254692;0.6600804451;-4.7256002061
16916526;LOC100289473//RP4-673D20.3;100289473;0.5749764393;1.3876885024;1.5342024966;0.1406903539;0.6610331926;-4.7269988233
17056837;TRGV8//TARP;---;-1.4015973039;2.7545474714;-1.5334091917;0.1408848119;0.6613148753;-4.7280237132
16913403;MANBAL;63905;0.5933953672;1.6576255777;1.532702489;0.1410582289;0.6613148753;-4.7289363771
17092208;ERMP1;79956;-0.657315207;3.5284885806;-1.532662419;0.1410680669;0.6613148753;-4.7289881153
17114348;FAM122B;159090;-0.608725222;4.1049188044;-1.5325367994;0.1410989128;0.6613148753;-4.7291503085
16684014;CD164L2;388611;0.5800121538;1.3430809315;1.5319040516;0.141254369;0.6613148753;-4.7299671221
16701156;LINC01347;731275;-0.60610417;2.1905275281;-1.5318556125;0.1412662755;0.6613148753;-4.7300296415
16741021;GPR152;390212;0.5961755655;1.3660437784;1.5318239039;0.1412740701;0.6613148753;-4.7300705663
16687638;USP24;23358;-0.5821422436;4.6320771737;-1.531373501;0.1413848261;0.6613148753;-4.73065181
16721393;TIMM10B//FXC1;26515;-0.581612155;3.321282819;-1.5311519293;0.1414393378;0.6613148753;-4.7309376995
16935287;RP5-1042K10.10;---;0.6535515289;1.6533141446;1.5309428283;0.1414907974;0.6613148753;-4.7312074692
17081059;CASC11;100270680;0.5875824936;1.178573811;1.530849652;0.141513733;0.6613148753;-4.7313276705
16843456;SLFN14;342618;0.7676528571;1.6819844398;1.5305643071;0.1415839907;0.6613148753;-4.7316957428
16963382;LINC01063//AC023797.1;101929769;0.5698096554;1.7885854493;1.530481746;0.1416043242;0.6613148753;-4.7318022302
16823889;MIR548H2;100313773;0.7252265955;3.9084524377;1.5304122609;0.1416214392;0.6613148753;-4.7318918488
16901947;FLJ42351//AC079922.3;400999;-0.5930674912;1.9036950569;-1.5295379564;0.1418369371;0.6620302887;-4.7330192175
17025294;LOC100129518//SOD2;100129518;-0.8132548648;1.5679791508;-1.5292638689;0.1419045497;0.6620551162;-4.7333725368
17005253;CDKAL1;54901;-0.5879601341;3.0216439194;-1.5289797455;0.1419746662;0.6620915983;-4.7337387417
16983254;ANKRD33B;651746;0.5893743055;1.2306549849;1.5275669979;0.1423237318;0.6620960099;-4.7355588468
16664028;BTBD19//PLK3;149478;0.6636914984;2.9046898512;1.5272862882;0.1423931748;0.6620960099;-4.7359203435
16823279;LOC100507419//RP11-473M20.7;100507419;0.9378013377;3.7055484204;1.5270735467;0.1424458221;0.6620960099;-4.7361942769
16830782;CYB5D1;124637;0.7645688578;1.8298771688;1.5265156718;0.1425839565;0.6620960099;-4.736912477
16927172;MIR185;406961;0.573032816;4.2482813189;1.5263693456;0.1426202063;0.6620960099;-4.7371008219
16719779;LINC01166//RP13-137A17.4;101927590;0.5955973633;2.3770635852;1.5262924801;0.1426392515;0.6620960099;-4.7371997543
17088589;CNTRL;11064;-0.6455127428;5.2527533374;-1.5260375058;0.1427024423;0.6620960099;-4.7375279004
16985065;FKSG49;400949;-0.5787577066;9.2554742003;-1.5258005393;0.1427611909;0.6620960099;-4.7378328331
16822438;TMEM8A;58986;-0.6298302008;3.6963428669;-1.5257587902;0.1427715434;0.6620960099;-4.7378865528
17102789;CASK-AS1;---;-0.7380193585;2.1426212417;-1.5253634464;0.1428696071;0.6620960099;-4.7383951963
16811975;TSPAN3;10099;-0.607635432;3.9856434022;-1.5251451927;0.1429237681;0.6620960099;-4.7386759549
16671514;MIR4258;100423020;0.9737180544;2.3688923021;1.5249898914;0.1429623173;0.6620960099;-4.7388757134
16787208;GPR65;8477;-0.7167220775;5.6616362133;-1.5246599406;0.1430442471;0.6620960099;-4.7393000658
16725432;CD6;923;0.7177333998;4.5129786589;1.5246583991;0.1430446299;0.6620960099;-4.739302048
16831525;CCDC144B//RP11-219A15.1;284047;-1.1193264064;1.9406492454;-1.5241453329;0.1431721061;0.6620960099;-4.7399617654
17013247;RP3-468K18.5;---;0.7778481819;1.2200179825;1.524068783;0.1431911337;0.6620960099;-4.7400601812
16790360;SNORD9;692053;-0.7880031135;1.0924426359;-1.5234592564;0.1433427149;0.6620960099;-4.740843678
16806584;RNU6-466P;---;-1.137200431;1.4362085012;-1.5230278633;0.1434500767;0.6620960099;-4.741398053
16697138;COLGALT2;23127;-0.634021353;2.1629526203;-1.5229051496;0.1434806289;0.6620960099;-4.7415557278
16838017;GALR2;8811;-0.6267985467;1.5806568493;-1.5227956854;0.1435078868;0.6620960099;-4.7416963702
16831278;CDRT15P1;94158;-1.0725054881;1.8890362736;-1.5226291795;0.1435493571;0.6620960099;-4.7419102862
17073527;EXOSC4;54512;0.6210397581;2.9295604152;1.5225956254;0.1435577154;0.6620960099;-4.7419533922
16766403;TMEM194A;23306;-0.6369361353;2.3009053703;-1.5224913974;0.1435836809;0.6620960099;-4.7420872862
16930882;CYP2D6;1565;-0.8621946098;1.5390750774;-1.5223074345;0.1436295195;0.6620960099;-4.7423235924
16832147;ALDH3A2;224;-0.6050927108;2.1631330259;-1.5220181767;0.1437016193;0.6620960099;-4.7426951088
17081297;OC90//RP11-240B13.2;729330;-0.7399740912;3.7019561996;-1.5219399487;0.1437211234;0.6620960099;-4.7427955738
16753712;CAND1;55832;0.6493077843;3.5340741569;1.521850936;0.143743319;0.6620960099;-4.7429098843
17117626;PPP2R5C;5527;0.8099584164;5.6291670494;1.5216777615;0.1437865088;0.6620960099;-4.7431322611
16778731;SNORA31;677814;-0.6663003646;1.6765917869;-1.5215905328;0.1438082677;0.6620960099;-4.7432442657
16848961;TRIM65;201292;-0.6195503558;2.2818574273;-1.5210539383;0.1439421793;0.6620960099;-4.7439331628
16657761;TMEM88B;643965;0.8535614616;3.0624777442;1.520734798;0.1440218721;0.6620960099;-4.7443427964
16708744;WBP1L;54838;-0.7422903469;4.2410871804;-1.5205175761;0.1440761356;0.6620960099;-4.7446215744
17082238;CCDC166;100130274;0.5710027096;1.6704220277;1.5204405282;0.1440953867;0.6620960099;-4.7447204487
17095264;GKAP1;80318;0.60401122;1.0664805102;1.5200230047;0.1441997459;0.6620960099;-4.7452561824
16732196;HINFP;25988;-0.5833664093;1.8287307352;-1.5196067409;0.1443038522;0.6620960099;-4.745790187
16797224;GPR132;29933;0.7043603942;2.1656839642;1.5195249173;0.1443243233;0.6620960099;-4.7458951412
16863799;CYTH2;9266;-0.6719602632;1.6186853549;-1.5194131969;0.1443522781;0.6620960099;-4.7460384366
16826966;SNORA46;677827;-0.7935910428;1.224013784;-1.519222813;0.1443999264;0.6620960099;-4.7462826094
17046911;NCF1B;654816;0.9455507261;2.4446358404;1.5188768287;0.1444865507;0.6620960099;-4.7467262833
17063073;SLC35B4;84912;-0.5571620541;2.4550020266;-1.5188330029;0.1444975265;0.6620960099;-4.746782478
16695119;OR6N2;81442;0.5788944813;1.1035607243;1.5184773363;0.1445866253;0.6620960099;-4.7472384768
16827474;CTRL//CTC-479C5.12;1506;-0.7166779977;3.2088062454;-1.5184315609;0.1445980958;0.6620960099;-4.7472971592
16704767;RP11-563N6.6;---;-0.6115803307;1.2550681059;-1.5182069231;0.1446543973;0.6620960099;-4.7475851173
16663537;SZT2;23334;-0.8468839136;3.2820036234;-1.5178032659;0.1447556123;0.6622740629;-4.7481024738
16705241;ADO;84890;0.6809467246;3.341132852;1.5173090794;0.1448796066;0.6623873118;-4.7487357147
16719393;DHX32;55760;-0.7412229506;3.033014177;-1.5172078557;0.144905015;0.6623873118;-4.7488654011
16858210;SLC44A2;57153;-0.5567651155;6.319359237;-1.5165899925;0.1450601861;0.6626767438;-4.7496568542
17020019;MCM3;4172;-0.8842024035;3.3976222517;-1.5162497013;0.1451457059;0.6626767438;-4.7500926447
16907409;AC079354.5;---;-0.6329958047;1.7273193349;-1.5158349026;0.1452500065;0.6626767438;-4.7506237502
16671782;RNU6-1297P;---;1.0728514045;2.0824011233;1.5158287774;0.1452515472;0.6626767438;-4.7506315921
16705159;CDK1;983;-0.8167976395;2.0222653268;-1.5155894858;0.1453117454;0.6626767438;-4.7509379275
16882472;AC015971.2;---;0.5722223712;4.4990544531;1.5154674903;0.1453424435;0.6626767438;-4.7510940889
16729710;RNU6-560P;---;-0.9726605798;4.1351577362;-1.5148855092;0.145488963;0.6628550738;-4.7518389252
16696575;RNA5SP68;---;-0.8846629487;2.2128155409;-1.5144022154;0.1456107294;0.6628550738;-4.7524572906
16916261;PCMTD2;55251;-0.7392503733;4.5360309306;-1.5142602582;0.1456465116;0.6628550738;-4.7526388932
17008971;ABCC10;89845;-0.6438381339;2.9078298901;-1.5140433262;0.1457012063;0.6628550738;-4.752916384
16855973;CYB5A;1528;-0.8118771961;2.161747037;-1.5138143524;0.1457589553;0.6628550738;-4.7532092449
17003261;DBN1;1627;0.6289946674;1.5148862339;1.5136091497;0.1458107252;0.6628550738;-4.7534716732
16834578;NBR1;4077;-0.583859891;5.1557690702;-1.5135687675;0.1458209148;0.6628550738;-4.7535233136
16875432;LILRA3;11026;-0.6117794547;1.8017229523;-1.5132557906;0.1458999083;0.6628550738;-4.7539235101
16966152;LOC401127//RP11-472B18.1;401127;0.7354231235;2.1282134042;1.5130856138;0.1459428747;0.6628550738;-4.7541410845
16885041;PTPN4;5775;-0.5994167349;4.8762239457;-1.5126965255;0.1460411513;0.6630180932;-4.7546384706
17104049;SNORA11//MAGED2;677799;-0.7903889078;2.7302012712;-1.5119711271;0.1462245192;0.6633130303;-4.7555655104
16681142;TNFRSF25;8718;0.6129177248;4.2071406963;1.5118265784;0.1462610812;0.6633130303;-4.7557501986
17011895;NT5DC1;221294;-0.6454830804;4.0977037965;-1.5116990204;0.1462933518;0.6633130303;-4.7559131668
16805161;SLCO3A1;28232;0.6564325101;3.4558320718;1.5106198891;0.1465665938;0.6633451888;-4.7572914396
16990920;GRPEL2;134266;0.6599052713;4.4885941121;1.5105536387;0.1465833824;0.6633451888;-4.7573760302
16664861;LOC100507564//RP5-1024G6.5;100507564;-0.7385076536;1.8091341518;-1.5104618877;0.1466066358;0.6633451888;-4.757493176
16685505;INPP5B;3633;-0.6491483454;3.1027082218;-1.5099549447;0.1467351705;0.6633451888;-4.7581403314
17072739;RP11-473O4.5;---;-0.6986248511;3.270974318;-1.5096708239;0.1468072494;0.6633451888;-4.7585029619
16843397;RP11-799D4.4;---;0.6736175239;2.9802595998;1.5096558426;0.1468110508;0.6633451888;-4.7585220815
17053100;ZNF783;100289678;-0.7466455647;1.8692050388;-1.5088932276;0.1470046679;0.6633451888;-4.7594951579
16887702;ITGA6;3655;-0.7126850652;2.7835945264;-1.508778119;0.1470339105;0.6633451888;-4.7596420002
17022035;ASCC3;10973;-0.610340415;4.9033249913;-1.5085965931;0.1470800358;0.6633451888;-4.7598735527
17105076;P2RY10;27334;0.9903848806;6.2976694808;1.5085491894;0.147092083;0.6633451888;-4.7599340168
17105401;CENPI;2491;-0.6352128434;1.8639126719;-1.5082847912;0.1471592918;0.6633451888;-4.7602712335
16906263;AC017101.10;---;0.7923533475;1.9772388661;1.5081392576;0.1471962965;0.6633451888;-4.7604568293
16892012;AC012507.4;---;1.0822305999;3.8854702646;1.5076203724;0.1473282956;0.6633451888;-4.7611184393
16854713;RPRD1A;55197;-0.6350344695;2.8527161055;-1.5073270836;0.1474029483;0.6633451888;-4.7614923222
16758125;LOC101928346//RP13-941N14.1;101928346;-0.9994915026;3.8057375914;-1.5071222297;0.1474551095;0.6633451888;-4.7617534355
17066832;RP11-1149O23.2;---;0.5806361438;1.4497742369;1.5071218246;0.1474552127;0.6633451888;-4.7617539517
16692474;RP11-89F3.2;---;-0.5841231032;1.5688360914;-1.5066383557;0.147578377;0.6633451888;-4.7623700872
16954440;RASSF1;11186;-0.6205256432;2.1025001427;-1.506436496;0.1476298261;0.6633451888;-4.762627293
16696013;CREG1;8804;-0.5721006002;1.8370464799;-1.5061500669;0.1477028551;0.6633451888;-4.7629922098
16763467;PLEKHA8P1//RP11-139E19.1;51054;0.667161964;2.3036449897;1.5057760965;0.1477982487;0.6633451888;-4.7634685752
17002402;SLU7;10569;0.5773691625;5.341554656;1.5057094707;0.1478152492;0.6633451888;-4.7635534339
16995678;TTC33;23548;0.7048628587;2.5362673673;1.5052954487;0.1479209284;0.6633451888;-4.7640806921
16872166;FBXO27;126433;0.5912260569;1.4941865596;1.5052627417;0.1479292795;0.6633451888;-4.7641223398
17011365;MIR587;693172;0.5621325137;1.5172328175;1.5047269001;0.1480661517;0.6633451888;-4.7648045573
16879145;NDUFAF7;55471;0.5978743369;3.2696054884;1.5046124787;0.1480953924;0.6633451888;-4.7649502109
16929396;RP1-90G24.10;---;-0.6016662893;1.2251748662;-1.5041527056;0.1482129362;0.6633451888;-4.7655353957
16849072;SRP68;6730;0.5785553169;5.4424370296;1.503383619;0.1484097295;0.6633451888;-4.7665139551
16758242;BCL7A;605;0.6123619855;1.6869162629;1.5033740313;0.1484121841;0.6633451888;-4.7665261517
16682485;MIR1290;100302276;-0.6535408024;1.7804926323;-1.5031708233;0.1484642173;0.6633451888;-4.7667846405
16724471;DDB2;1643;-0.5712094171;5.3246662289;-1.5025286272;0.1486287561;0.6633451888;-4.7676013617
16660992;MTFR1L;56181;-0.6101654304;1.9533675806;-1.5024032161;0.1486609055;0.6633451888;-4.7677608233
17113925;LOC101928402//RP1-315G1.3;101928402;0.5874886047;1.3274777228;1.5023216612;0.1486818153;0.6633451888;-4.7678645157
16659737;TMEM82//RP11-169K16.3;388595;0.5900597357;2.2300750818;1.5022496421;0.1487002823;0.6633451888;-4.7679560803
16757592;RP11-148B3.2;---;0.6269442706;0.9696186318;1.5020749211;0.1487450916;0.6633451888;-4.7681782052
16809823;RNU6-844P;---;-0.7419137127;2.0593789936;-1.5020512593;0.1487511608;0.6633451888;-4.7682082851
16729684;TMEM126A;84233;-0.6014687242;5.0722413893;-1.5017726742;0.1488226328;0.6633451888;-4.7685624078
16803373;HMG20A;10363;-0.525290916;3.8868638812;-1.501463952;0.1489018695;0.6633451888;-4.7689547797
16800960;RNA5SP394;---;-1.1458040321;2.5366525721;-1.5014514361;0.1489050825;0.6633451888;-4.7689706855
16972844;LOC102723779//RP11-326I11.3;102723779;-0.6859438359;2.441956331;-1.5013793619;0.1489235864;0.6633451888;-4.7690622789
16997568;LOC102724530;102724530;0.5824901723;1.4037836598;1.5010550122;0.1490068814;0.6633451888;-4.7694744272
